score,at,content,app_name,appVersion,cleaned_content,sentiment
1,8/30/2025 2:25,mengecewakan sekali top up di kai pay belum dibuat beli tiket tiba² saldonya terus berkurang padahal gk dibuat beli apa 2 jangan maling dong ini mau beli tiket malah saldonya gk cukup,Access by KAI,6.13.2,mengecewakan sekali top up di kai pay belum dibuat beli tiket tiba² saldonya terus berkurang padahal tidak dibuat beli apa 2 jangan maling dong ini mau beli tiket malah saldonya tidak cukup,negative
5,8/30/2025 2:12,mantap,Access by KAI,6.13.2,mantap,positive
1,8/30/2025 2:12,"sering terjadi gangguan, padahal mau beli tiket tapi gk bisa²",Access by KAI,6.13.2,"sering terjadi gangguan, padahal mau beli tiket tapi tidak bisa²",negative
1,8/30/2025 2:02,pakai aplikasi tidak bikin mudah malah tambah susah di bagian pembayaran... aplikasi sampah...,Access by KAI,6.13.2,pakai aplikasi tidak bikin mudah malah tambah susah di bagian pembayaran. aplikasi sampah.,negative
5,8/30/2025 1:28,gak tau mau komen apa??,Access by KAI,6.9.6,tidak tau mau komen apa moai,positive
5,8/30/2025 1:22,Aplikasi ini sangat membantu dalam proses pemesanan tiket.Bagus sekali.,Access by KAI,6.13.2,aplikasi ini sangat membantu dalam proses pemesanan tiket.bagus sekali.,positive
3,8/30/2025 0:55,masih sering nge-hang.,Access by KAI,6.13.2,masih sering nge-hang.,neutral
5,8/30/2025 0:18,ok,Access by KAI,6.13.2,ok,positive
5,8/29/2025 22:51,bagus,Access by KAI,6.13.2,bagus,positive
5,8/29/2025 22:29,"simpel, mudah dan cepat",Access by KAI,6.13.2,"simpel, mudah dan cepat",positive
2,8/29/2025 21:22,verivikasi gagal terus padahal email dll sudah sesuai. kode otp juga sudah sesuai tapi gak bisa verivikasi. sudah dicoba berulang kali tetep gak bisa.,Access by KAI,6.13.2,verivikasi gagal terus padahal email dulu sudah sesuai. kode otp juga sudah sesuai tapi tidak bisa verivikasi. sudah dicoba berulang kali tetap tidak bisa.,negative
5,8/29/2025 16:17,mantul,Access by KAI,5.1.0,mantul,positive
2,8/29/2025 15:55,"gak bisa masuk Ke akun, susah login.",Access by KAI,,"tidak bisa masuk ke akun, susah login.",negative
1,8/29/2025 15:16,"pemesanan selalu waktu pemesanan sudah habis, saya sudah isi secepat2nya selalu notif begitu berulang2 bagaimana ini?",Access by KAI,6.13.2,"pemesanan selalu waktu pemesanan sudah habis, saya sudah isi secepat2nya selalu notif begitu berulang2 bagaimana ini?",negative
5,8/29/2025 14:56,bagus,Access by KAI,6.13.2,bagus,positive
5,8/29/2025 14:01,cepat tepat,Access by KAI,6.13.2,cepat tepat,positive
5,8/29/2025 10:12,apik,Access by KAI,6.13.2,apik,positive
5,8/29/2025 10:04,layanan bagus sekali sesuai cepat,Access by KAI,6.13.2,layanan bagus sekali sesuai cepat,positive
1,8/29/2025 10:03,"beli 4 tiket commuter line, yang 3 dinyatakan hangus oleh petugas di stasiun balapan solo kasih lihat ke saya peraturan nya",Access by KAI,6.13.2,"beli 4 tiket commuter line, yang 3 dinyatakan hangus oleh petugas di stasiun balapan solo kasih lihat ke saya peraturan nya",negative
1,8/29/2025 9:56,"udah hari ke 7, belum juga balik refund nya, bikin estimasi ke 1 - 3, biar lebih cepet atau ganti estimasi 30 hari kerja biar makin lama, nyusahin aja.",Access by KAI,6.13.2,"sudah hari ke 7, belum juga balik refund nya, bikin estimasi ke 1 - 3, biar lebih cepat atau ganti estimasi 30 hari kerja biar makin lama, menyusahkan saja.",negative
5,8/29/2025 9:21,"Untuk pembatalan tiket, supaya diperbaiki. Contoh: Saya pesan untuk keluarga sendiri, tapi begitu ada keluarga yg tidak jadi berangkat, ternyata sangat sulit untuk dibatalkan/ dikembalikan dananya ke saya.",Access by KAI,6.13.2,"untuk pembatalan tiket, supaya diperbaiki. contoh: saya pesan untuk keluarga sendiri, tapi begitu ada keluarga yang tidak jadi berangkat, ternyata sangat sulit untuk dibatalkan/ dikembalikan dananya ke saya.",negative
2,8/29/2025 9:18,susah daftar member basic.,Access by KAI,6.13.2,susah daftar member basic.,negative
3,8/29/2025 9:06,"bikin emosii lemotnya minta ampunnn,gak cocok buat orng yang buru"" mo jatingan baik"" aja juga ttp lemot ngfreez ampunnnn!",Access by KAI,,"bikin emosi lemotnya meminta ampun,tidak cocok buat orang yang buru"" mau jatingan baik"" saja juga tetap lemot ngfreez ampun!",neutral
3,8/29/2025 7:40,masih agak lama buat refresh saldo kai pay,Access by KAI,6.13.2,masih agak lama buat refresh saldo kai pay,neutral
3,8/29/2025 7:16,kurang fast respon aplikasi nya,Access by KAI,6.13.2,kurang fast respon aplikasi nya,neutral
4,8/29/2025 7:06,baik,Access by KAI,6.13.2,baik,positive
5,8/29/2025 6:38,terima kasih atas pelayanan nya,Access by KAI,6.13.2,terima kasih atas pelayanan nya,positive
1,8/29/2025 6:34,"aplikasi busuk ... muter2 ke ke member basic az. kirim notifikasi ke email, gak dikirim kirim",Access by KAI,,"aplikasi busuk . muter2 ke ke member basic az. kirim notifikasi ke email, tidak dikirim kirim",negative
1,8/29/2025 6:05,males lah .. abis mulu,Access by KAI,,malas lah . habis mulu,negative
1,8/29/2025 5:08,"Secara umum sudah bagus, hanya saja perlu ditambahkan opsi pembayaran menggunakan e-money seperti dana, dan gopay",Access by KAI,6.13.2,"secara umum sudah bagus, hanya saja perlu ditambahkan opsi pembayaran menggunakan e-money seperti dana, dan gopay",negative
5,8/29/2025 3:55,Layanan prima,Access by KAI,6.13.2,layanan prima,positive
5,8/29/2025 3:03,good,Access by KAI,6.13.2,bagus,positive
4,8/28/2025 23:14,ok,Access by KAI,6.13.2,ok,positive
5,8/28/2025 21:43,ok,Access by KAI,6.13.2,ok,positive
1,8/28/2025 17:58,sangat buruk pesen dua kursi tempatnya selalu berjauhan..... sangat kecewa,Access by KAI,6.13.2,sangat buruk pesan dua kursi tempatnya selalu berjauhan. sangat kecewa,negative
5,8/28/2025 15:45,Saya kasih bintang 5 walau jarang berpergian,Access by KAI,6.13.2,saya kasih bintang 5 walau jarang berpergian,positive
1,8/28/2025 14:40,log out otomatis. sudah gak bisa masuk. kagak suport ??,Access by KAI,,log out otomatis. sudah tidak bisa masuk. tidak suport tertawa terbahak-bahak,negative
5,8/28/2025 14:21,selalu puas,Access by KAI,6.13.2,selalu puas,positive
5,8/28/2025 13:35,sangat membantu,Access by KAI,6.13.2,sangat membantu,positive
1,8/28/2025 13:09,Aneh aplikasi aneh bug,Access by KAI,6.13.2,aneh aplikasi aneh bug,negative
5,8/28/2025 11:43,bagus,Access by KAI,6.13.2,bagus,positive
1,8/28/2025 10:29,aplikasi gak bermutu..metode pembayaran yang jelas lah..kalau mau masarin produk mu itu yg bener jng sembarangan..hampir semua bumn di indonesia kaya gini gak jelas,Access by KAI,6.13.2,aplikasi tidak bermutu.metode pembayaran yang jelas lah.kalau mau masarin produk mu itu yang benar jangan sembarangan.hampir semua bumn di indonesia kayak begini tidak jelas,negative
3,8/28/2025 10:04,"apa sih ini mau pesen railfoood tiba tiba kluar aplikasi mulu, heran banget",Access by KAI,6.13.2,"apa sih ini mau pesan railfoood tiba tiba keluar aplikasi mulu, heran banget",neutral
5,8/28/2025 9:36,sangat membantu,Access by KAI,,sangat membantu,positive
5,8/28/2025 9:33,sangat baik,Access by KAI,6.13.2,sangat baik,positive
5,8/28/2025 9:23,"sangat mudah dalam pelaksanaanya, quick respone",Access by KAI,6.13.2,"sangat mudah dalam pelaksanaanya, quick respone",positive
5,8/28/2025 7:56,access KAI mempermudah pembelian tiket kereta api mau kereta jarak jauh,Access by KAI,,akses kai mempermudah pembelian tiket kereta api mau kereta jarak jauh,positive
1,8/28/2025 6:47,gak tau lagi dah pakai 3 akun email pada gak bisa semua buat upgrade dan beli tiket ??,Access by KAI,,tidak tau lagi deh pakai 3 akun email pada tidak bisa semua buat upgrade dan beli tiket wajah dengan mata ke atas,negative
5,8/28/2025 6:26,pelayanan sangat bagus cepet cocok lah untuk memberikan bintang 5,Access by KAI,6.13.2,pelayanan sangat bagus cepat cocok lah untuk memberikan bintang 5,positive
5,8/28/2025 4:39,Aplikasi bagus,Access by KAI,6.13.2,aplikasi bagus,positive
4,8/28/2025 4:34,"apk nya bagus. tp kok sering update ya, jd susah harus punya penyimpanan lebih terus.... pliss jgn dibuat ribet",Access by KAI,,"aplikasi nya bagus. tapi kok sering update ya, jadi susah harus punya penyimpanan lebih terus. tolong jangan dibuat ribet",neutral
2,8/28/2025 4:29,Sudah 2x top up kai pay via mbanking selalu delay duh. tolong diperbaiki,Access by KAI,6.13.2,sudah 2x top up kai pay via mbanking selalu delay duh. tolong diperbaiki,negative
4,8/28/2025 4:16,oke,Access by KAI,6.13.2,oke,positive
5,8/28/2025 1:56,????,Access by KAI,6.13.2,jempol ke atas hati merah,positive
3,8/28/2025 1:48,"saya tidak bisa melakukan pesanan di tiket KAI apa sebabnya ya? katanya belum menjadi member basic, saya kurang paham maksudnya apa",Access by KAI,,"saya tidak bisa melakukan pesanan di tiket kai apa sebabnya ya? katanya belum menjadi member basic, saya kurang paham maksudnya apa",neutral
1,8/28/2025 1:28,"kenapa pas cari tiket selalu ada keterangan Ups jadwal tidak ditemukan padahal di HP lain bisa, aplikasi udh saya uninstal n saya instal lgi tpi pas cari tiket yg keluar ttp sama,, pdhl saya sering beli tiket lewat aplikasi ini, nanti klo aplikasinya udh normal lagi saya ubah bintangnya..",Access by KAI,6.13.2,"kenapa pas cari tiket selalu ada keterangan ups jadwal tidak ditemukan padahal di hp lain bisa, aplikasi sudah saya uninstall dan saya instal lagi tapi pas cari tiket yang keluar tetap sama, padahal saya sering beli tiket lewat aplikasi ini, nanti kalau aplikasinya sudah normal lagi saya ubah bintangnya.",negative
5,8/28/2025 0:55,Gooddd,Access by KAI,6.13.2,bagus,positive
5,8/28/2025 0:43,lebih mudah dan cepat pesan tiket melalui Access by KAI,Access by KAI,6.13.2,lebih mudah dan cepat pesan tiket melalui akses by kai,positive
4,8/28/2025 0:33,ok,Access by KAI,6.13.2,ok,positive
5,8/28/2025 0:27,"praktis, mantappp",Access by KAI,6.13.2,"praktis, mantap",positive
5,8/27/2025 23:45,okee memudahkan dalam memesan,Access by KAI,6.13.2,oke memudahkan dalam memesan,positive
5,8/27/2025 23:12,good pay,Access by KAI,6.13.2,bagus pay,positive
5,8/27/2025 22:39,"bagus, sangat membantu",Access by KAI,6.13.2,"bagus, sangat membantu",positive
4,8/27/2025 18:06,potong top up kakean,Access by KAI,6.13.2,potong top up kakean,positive
1,8/27/2025 17:35,APLIKASI BURUK ! UDH D TUNGGU SEJAK PKL 00.00 TETAPI NO SEAT AVAILABLE TERUS. BEGITU CEK TIKET UDAH HABIS !!! GA ADA GITU SOLUSI DARI KAI ?,Access by KAI,6.13.2,aplikasi buruk ! sudah di tunggu sejak pkl 00.00 tetapi no seat available terus. begitu cek tiket sudah habis ! tidak ada begitu solusi dari kai ?,negative
5,8/27/2025 16:35,puas,Access by KAI,6.13.2,puas,positive
5,8/27/2025 16:07,bagus,Access by KAI,6.13.2,bagus,positive
5,8/27/2025 15:37,ok,Access by KAI,6.13.2,ok,positive
5,8/27/2025 15:22,ok,Access by KAI,6.13.2,ok,positive
5,8/27/2025 12:59,sangat membantu dan memudahkan,Access by KAI,6.13.2,sangat membantu dan memudahkan,positive
1,8/27/2025 12:43,aplikasi bagus cuma pembayaran ny GK jelas. masak sdh TF tiket tidak ada .minta refund tapi proses lama,Access by KAI,,aplikasi bagus cuma pembayaran nya tidak jelas. masak sudah tf tiket tidak ada .meminta refund tapi proses lama,negative
5,8/27/2025 11:52,Servis yg baik. Terimakasih,Access by KAI,6.13.2,servis yang baik. terimakasih,positive
5,8/27/2025 11:33,okey,Access by KAI,6.13.2,okey,positive
3,8/27/2025 11:09,"harusnya dimanapun beli tiket muncul d aplikasi kai aces,,,sy beli melalui shope tp tiket sy kok gak muncul ..promo srg tdk terinfo,,hrs nya d info agar semua masyarakat bisa mrasakan promo yg dlaksanakan...",Access by KAI,6.13.2,"harusnya dimanapun beli tiket muncul di aplikasi kai aces,saya beli melalui shope tapi tiket saya kok tidak muncul .promo srg tidak terinfo,harus nya di info agar semua masyarakat bisa mrasakan promo yang dlaksanakan.",neutral
1,8/27/2025 10:59,"topup kena 3 ribu.mulu, ga ada pemberitahuan nya",Access by KAI,6.13.2,"topup kena 3 ribu.mulu, tidak ada pemberitahuan nya",negative
5,8/27/2025 10:21,aplikasinya ok,Access by KAI,6.13.2,aplikasinya ok,positive
5,8/27/2025 9:40,Sangat simpel serta memberikan banyak kemudahan ...,Access by KAI,6.13.2,sangat simpel serta memberikan banyak kemudahan .,positive
5,8/27/2025 9:25,gampang di gunakan,Access by KAI,6.13.2,gampang di gunakan,positive
5,8/27/2025 8:28,sangat membantu,Access by KAI,6.13.2,sangat membantu,positive
5,8/27/2025 8:16,ok,Access by KAI,6.13.2,ok,positive
5,8/27/2025 6:25,good,Access by KAI,6.13.2,bagus,positive
5,8/27/2025 5:48,menguntungkan bagibumat manusia di seluruh infonesia,Access by KAI,6.13.2,menguntungkan bagibumat manusia di seluruh infonesia,positive
5,8/27/2025 5:46,mantap. tidak ribet.,Access by KAI,6.13.2,mantap. tidak ribet.,positive
5,8/27/2025 5:02,mantap nyaman perjalanan pake kereta,Access by KAI,6.13.2,mantap nyaman perjalanan pakai kereta,positive
3,8/27/2025 5:01,Topup nya lama banget KAI PAY nya bikin jengkel... mending kerjasama juga dengan gopay biar enak... buang aja KAI PAY KE LAUT,Access by KAI,6.13.2,topup nya lama banget kai pay nya bikin jengkel. mending kerjasama juga dengan gopay biar enak. buang saja kai pay ke laut,neutral
1,8/27/2025 4:42,"masa dibatasi 6 booking perhari? mana booking annya juga error jadi gak bisa booking cuma udah kena limit 6x, klo berhasil dihitung, masa yang gagalnjuga dihitung. apps aneh bayar pake wr gak bisa di-show qrnya gimana mau bayar?",Access by KAI,6.13.2,"masa dibatasi 6 booking perhari? mana booking annya juga error jadi tidak bisa booking cuma sudah kena limit 6x, kalau berhasil dihitung, masa yang gagalnjuga dihitung. aplikasi aneh bayar pakai wr tidak bisa di-show qrnya bagaimana mau bayar?",negative
5,8/27/2025 4:37,membuatnyamanan dalam perjalanan,Access by KAI,6.12.1,membuatnyamanan dalam perjalanan,positive
5,8/27/2025 4:22,mantul,Access by KAI,6.13.2,mantul,positive
3,8/27/2025 4:18,masih perlu banyak perbaikan untuk telfon informasi pada pusat bantuan masih tidak bisa saya sudah 3x telfon tapi tidak di jawab oleh operator dan operator mengulangi pertanyaan yang sama seolah olah tidak ada respon,Access by KAI,6.13.2,masih perlu banyak perbaikan untuk telfon informasi pada pusat bantuan masih tidak bisa saya sudah 3x telfon tapi tidak di jawab oleh operator dan operator mengulangi pertanyaan yang sama seolah olah tidak ada respon,neutral
5,8/27/2025 4:14,"sangat mudah, terima masih",Access by KAI,6.13.2,"sangat mudah, terima masih",positive
5,8/27/2025 3:04,bagus kok,Access by KAI,6.12.1,bagus kok,positive
5,8/27/2025 2:22,mudah dan siple,Access by KAI,6.13.2,mudah dan siple,positive
4,8/27/2025 1:20,ke apa tidak bisa hubgkan ewallet. tertera pengguna diblockir,Access by KAI,6.13.2,ke apa tidak bisa hubgkan ewallet. tertera pengguna diblockir,positive
5,8/26/2025 22:48,Bagus,Access by KAI,6.13.2,bagus,positive
5,8/26/2025 22:14,bagus,Access by KAI,6.13.2,bagus,positive
5,8/26/2025 21:58,baik,Access by KAI,6.13.2,baik,positive
1,8/26/2025 20:42,"masuk pake no telp, pas mencet lupa kata sandi fail mulu, trus daftar ulang pake email eh pas udah bikin kata sandi no respon padahal data sama wifi kemceng. aduhai melelahkan.",Access by KAI,,"masuk pakai no telp, pas mencet lupa kata sandi fail mulu, terus daftar ulang pakai email eh pas sudah bikin kata sandi no respon padahal data sama wifi kemceng. aduhai melelahkan.",negative
5,8/26/2025 17:08,mantabs,Access by KAI,6.13.2,mantab,positive
5,8/26/2025 13:51,good,Access by KAI,6.13.2,bagus,positive
3,8/26/2025 11:53,saya kasih bintang 3 aja laya soal nya masukin kata sandi nya udh bnr tapi pas mau lanjut kok gak bisa tolong dong perbaiki hah,Access by KAI,6.13.2,saya kasih bintang 3 saja laya soal nya memasuki kata sandi nya sudah benar tapi pas mau lanjut kok tidak bisa tolong dong perbaiki hah,neutral
4,8/26/2025 11:43,nice,Access by KAI,6.13.2,nice,positive
1,8/26/2025 11:26,ko akun saya ngak bisa membatalkan Tiket ya?,Access by KAI,,kok akun saya tidak bisa membatalkan tiket ya?,negative
5,8/26/2025 10:12,simpel dan cepat bisa pilih td selama masih tersedia,Access by KAI,6.13.2,simpel dan cepat bisa pilih tadi selama masih tersedia,positive
5,8/26/2025 7:09,sangat membantu sekali,Access by KAI,6.13.2,sangat membantu sekali,positive
5,8/26/2025 6:46,Jossjiss,Access by KAI,6.13.2,jossjis,positive
5,8/26/2025 5:45,ok,Access by KAI,6.13.2,ok,positive
1,8/26/2025 4:21,Sudah pernah ke member basic. mau login lagi karena lupa sandi tapi pas di pencet lupa sandi proses selalu tidak bisa.,Access by KAI,,sudah pernah ke member basic. mau login lagi karena lupa sandi tapi pas di pencet lupa sandi proses selalu tidak bisa.,negative
2,8/26/2025 4:16,"PAKEK SHOPEYE GAK BISA, TOLONG DI PERBAIKI",Access by KAI,6.13.2,"pakai shopeye tidak bisa, tolong di perbaiki",negative
1,8/26/2025 4:11,sulit banget buat payment,Access by KAI,6.13.2,sulit banget buat payment,negative
1,8/26/2025 3:37,"apl jelek, saldo udah kepotong tiket ga muncul anjir",Access by KAI,6.13.2,"aplikasi jelek, saldo sudah kepotong tiket tidak muncul anjir",negative
5,8/26/2025 3:07,ok,Access by KAI,6.13.2,ok,positive
5,8/26/2025 2:29,terimakasih,Access by KAI,,terimakasih,positive
5,8/26/2025 2:13,toppp,Access by KAI,6.13.2,top,positive
5,8/26/2025 1:28,top,Access by KAI,6.13.2,top,positive
5,8/26/2025 1:18,Akses dr aplikasi KAI ke OVO Sulit,Access by KAI,6.13.2,akses dari aplikasi kai ke ovo sulit,positive
5,8/26/2025 1:16,sangat mudah mencari tiket kereta melalui KAI Access,Access by KAI,6.13.2,sangat mudah mencari tiket kereta melalui kai akses,positive
1,8/25/2025 23:37,"cacat, banyak penipuan berkedok gestun tiket.",Access by KAI,5.1.3,"cacat, banyak penipuan berkedok gestun tiket.",negative
1,8/25/2025 23:12,mau daftar member basic aja susahnya minta ampun,Access by KAI,6.13.2,mau daftar member basic saja susahnya meminta ampun,negative
1,8/25/2025 22:18,"aplikasi lagi udh ditop up saldo ya ga muncul muncul lama bangtt, ga bangt dehhh klo lagi buru buru saldo blm muncul di aplikasi",Access by KAI,,"aplikasi lagi sudah ditop up saldo ya tidak muncul muncul lama bangt, tidak banget deh kalau lagi buru buru saldo belum muncul di aplikasi",negative
