score,at,content,app_name,appVersion,sentiment
3,8/27/2025 4:18,masih perlu banyak perbaikan untuk telfon informasi pada pusat bantuan masih tidak bisa saya sudah 3x telfon tapi tidak di jawab oleh operator dan operator mengulangi pertanyaan yang sama seolah olah tidak ada respon,Access by KAI,6.13.2,neutral
5,8/27/2025 4:14,"sangat mudah, terima masih",Access by KAI,6.13.2,positive
5,8/27/2025 3:04,bagus kok,Access by KAI,6.12.1,positive
5,8/27/2025 2:22,mudah dan siple,Access by KAI,6.13.2,positive
4,8/27/2025 1:20,ke apa tidak bisa hubgkan ewallet. tertera pengguna diblockir,Access by KAI,6.13.2,positive
5,8/26/2025 22:48,Bagus,Access by KAI,6.13.2,positive
5,8/26/2025 22:14,bagus,Access by KAI,6.13.2,positive
5,8/26/2025 21:58,baik,Access by KAI,6.13.2,positive
1,8/26/2025 20:42,"masuk pake no telp, pas mencet lupa kata sandi fail mulu, trus daftar ulang pake email eh pas udah bikin kata sandi no respon padahal data sama wifi kemceng. aduhai melelahkan.",Access by KAI,,negative
5,8/26/2025 17:08,mantabs,Access by KAI,6.13.2,positive
5,8/26/2025 13:51,good,Access by KAI,6.13.2,positive
3,8/26/2025 11:53,saya kasih bintang 3 aja laya soal nya masukin kata sandi nya udh bnr tapi pas mau lanjut kok gak bisa tolong dong perbaiki hah,Access by KAI,6.13.2,neutral
4,8/26/2025 11:43,nice,Access by KAI,6.13.2,positive
1,8/26/2025 11:26,ko akun saya ngak bisa membatalkan Tiket ya?,Access by KAI,,negative
5,8/26/2025 10:12,simpel dan cepat bisa pilih td selama masih tersedia,Access by KAI,6.13.2,positive
5,8/26/2025 7:09,sangat membantu sekali,Access by KAI,6.13.2,positive
5,8/26/2025 6:46,Jossjiss,Access by KAI,6.13.2,positive
5,8/26/2025 5:45,ok,Access by KAI,6.13.2,positive
1,8/26/2025 4:21,Sudah pernah ke member basic. mau login lagi karena lupa sandi tapi pas di pencet lupa sandi proses selalu tidak bisa.,Access by KAI,,negative
2,8/26/2025 4:16,"PAKEK SHOPEYE GAK BISA, TOLONG DI PERBAIKI",Access by KAI,6.13.2,negative
1,8/26/2025 4:11,sulit banget buat payment,Access by KAI,6.13.2,negative
1,8/26/2025 3:37,"apl jelek, saldo udah kepotong tiket ga muncul anjir",Access by KAI,6.13.2,negative
5,8/26/2025 3:07,ok,Access by KAI,6.13.2,positive
5,8/26/2025 2:29,terimakasih,Access by KAI,,positive
5,8/26/2025 2:13,toppp,Access by KAI,6.13.2,positive
5,8/26/2025 1:28,top,Access by KAI,6.13.2,positive
5,8/26/2025 1:18,Akses dr aplikasi KAI ke OVO Sulit,Access by KAI,6.13.2,positive
5,8/26/2025 1:16,sangat mudah mencari tiket kereta melalui KAI Access,Access by KAI,6.13.2,positive
1,8/25/2025 23:37,"cacat, banyak penipuan berkedok gestun tiket.",Access by KAI,5.1.3,negative
1,8/25/2025 23:12,mau daftar member basic aja susahnya minta ampun,Access by KAI,6.13.2,negative
1,8/25/2025 22:18,"aplikasi lagi udh ditop up saldo ya ga muncul muncul lama bangtt, ga bangt dehhh klo lagi buru buru saldo blm muncul di aplikasi",Access by KAI,,negative
5,8/25/2025 20:32,"mantap ,mudah dan cepet beli tiket KA",Access by KAI,6.13.2,positive
3,8/25/2025 16:23,agak lemot,Access by KAI,6.13.2,neutral
5,8/25/2025 14:07,keren,Access by KAI,6.13.2,positive
1,8/25/2025 14:04,error terus,Access by KAI,6.13.2,negative
5,8/25/2025 13:58,Good,Access by KAI,6.13.2,positive
4,8/25/2025 12:40,top up saldo KAIpay lama banget masuknya,Access by KAI,6.13.2,negative
5,8/25/2025 12:35,sangat puas dengan pelayanannya,Access by KAI,6.13.2,positive
5,8/25/2025 12:20,juoss,Access by KAI,6.13.2,positive
5,8/25/2025 11:36,bagus,Access by KAI,6.13.2,positive
5,8/25/2025 11:11,baik,Access by KAI,6.13.2,positive
1,8/25/2025 10:43,ketika ada situasi dan kondisi di lapangan tentang demo dan aktifitas di lapangan lumpuh di jalan. KAI tidak membantu untuk memberi solusi dan tidak menerima alasan apapun. BAD SOLUSI DAN PELAYANAN !,Access by KAI,,negative
5,8/25/2025 9:52,Alhamdulillah trimakasih,Access by KAI,6.13.2,positive
5,8/25/2025 9:22,pelayanan bagus & tepat waktu,Access by KAI,6.13.2,positive
5,8/25/2025 9:17,bagusss,Access by KAI,6.13.2,positive
5,8/25/2025 8:18,mntap,Access by KAI,6.13.2,positive
1,8/25/2025 8:07,Apk ga jls mana ga ada opsi ubah jadwal,Access by KAI,6.13.2,negative
5,8/25/2025 6:20,ok,Access by KAI,6.13.2,positive
1,8/25/2025 6:17,jelek diribetkan dengan daftarnya taiii,Access by KAI,6.13.2,negative
2,8/25/2025 5:07,aneh aplikasiny ada bug gajelas,Access by KAI,,negative
4,8/25/2025 3:23,ok pelayanan,Access by KAI,6.13.2,positive
4,8/25/2025 3:12,baguss menbantu,Access by KAI,6.13.2,positive
1,8/25/2025 2:48,"tiap mau pake apk kai error terus kenapa, kalo bisa offline nya dioperasikan lagi kalo masih sering error apk nya",Access by KAI,6.13.2,negative
5,8/25/2025 2:17,josss,Access by KAI,6.13.2,positive
5,8/25/2025 1:42,aplikasi baru gak bisa pake Qris..,Access by KAI,1.4.8.2,positive
5,8/25/2025 0:23,"friendly user, good,service oke",Access by KAI,6.13.2,positive
5,8/24/2025 22:39,mantab kali asli enak ramah tamah lingkungan pokonya deh,Access by KAI,6.13.2,positive
4,8/24/2025 18:04,puas dengan menggunakan layanan ini,Access by KAI,6.13.2,positive
5,8/24/2025 16:12,praktis,Access by KAI,6.13.2,positive
1,8/24/2025 15:52,Aplikasi cacat !!! mau untung aja ga mau memperbaiki pelayanan ??,Access by KAI,6.13.2,negative
5,8/24/2025 14:51,ok mantap,Access by KAI,6.13.2,positive
5,8/24/2025 13:46,sulit bikin sandi kai acces,Access by KAI,,positive
5,8/24/2025 13:39,membantu pelanggan menggunakan kereta api,Access by KAI,6.13.2,positive
5,8/24/2025 12:13,"mudah digunakan dan banyak layanan,",Access by KAI,6.13.2,positive
5,8/24/2025 12:12,app sangat membantu,Access by KAI,6.13.2,positive
5,8/24/2025 11:16,mantabbb,Access by KAI,6.13.2,positive
5,8/24/2025 10:19,Access by KAI Aamiin Aku Alhamdulillah,Access by KAI,,positive
1,8/24/2025 9:26,"aplikasinya bermasalah mau bikin akun repot bngt malah haus upgrade ke member besic biar bisa belinya atu boking , gga jelas",Access by KAI,6.13.2,negative
1,8/24/2025 9:06,"apa sih ini, bikin password aja udh ada aja bug nya, klik buat akun aja malah stuck disitu aja",Access by KAI,6.13.2,negative
2,8/24/2025 8:43,"tolong kai ini gimana ko akun aku tiba"" ilang udah pesen tiket jugaa padahal untuk hari besok, aku naikan ratingnya kalo dah bener",Access by KAI,6.13.2,negative
5,8/24/2025 7:26,menyenangkn skali..,Access by KAI,6.13.0,positive
5,8/24/2025 6:06,ok mantap,Access by KAI,6.13.2,positive
4,8/24/2025 3:54,lebih nyaman dan tepat waktu,Access by KAI,6.13.2,positive
5,8/24/2025 3:25,sangat bagus,Access by KAI,6.13.2,positive
1,8/24/2025 3:11,paraahh ini aplikasi perubahan jadwal dari harga mahal ke harga murah malah sisa dana dari potongannya gak di kembalikan di rekening kita ..giliran perubahan jadwal dari harha murah ke mahal suruh bayar cas nya ..rugiii bangett anjay,Access by KAI,6.13.2,negative
5,8/24/2025 2:47,jossss,Access by KAI,6.13.2,positive
1,8/24/2025 2:16,jelek gak bisa masuk,Access by KAI,6.13.2,negative
5,8/24/2025 0:14,puas,Access by KAI,6.13.2,positive
5,8/23/2025 23:09,mudah dan cepat,Access by KAI,6.13.2,positive
5,8/23/2025 22:09,Mantab,Access by KAI,6.13.2,positive
5,8/23/2025 18:20,baik,Access by KAI,6.13.2,positive
2,8/23/2025 16:53,pembatalan gagal di no rekening,Access by KAI,6.12.1,negative
5,8/23/2025 16:22,bagus..,Access by KAI,6.13.2,positive
5,8/23/2025 15:19,bagus,Access by KAI,6.13.2,positive
5,8/23/2025 15:06,bagus mudah digunakan,Access by KAI,4.8.0,positive
5,8/23/2025 14:27,mantap,Access by KAI,6.13.2,positive
1,8/23/2025 14:04,Sangat buruk.. saya sudah bayar pakai QRIS tapi tiket tidak muncul. Sudah komplain lewat IG dan stasiun terdekat gak ada respon. Mencoba gak langsung bayar saya scrinsot dulu barcode nya masih gak muncul tiketnya gak ada tulisan menunggu pembayaran.. terus gimana apa gak boleh pesen tiket. Geram sekali saya,Access by KAI,6.13.2,negative
1,8/23/2025 13:57,eror mulu deh heran,Access by KAI,6.13.2,negative
4,8/23/2025 13:43,sangat puas,Access by KAI,6.11.2,positive
4,8/23/2025 13:29,oke baik,Access by KAI,6.13.2,positive
5,8/23/2025 13:25,makin lama makin mantul. sangat mudah dan simpel,Access by KAI,6.13.2,positive
1,8/23/2025 13:02,"Ribet, isi saldo kaspro tidak real time",Access by KAI,6.13.2,negative
5,8/23/2025 12:45,"terima kasih KAI, sangat memudahkan sekali",Access by KAI,6.13.2,positive
5,8/23/2025 12:04,mantap,Access by KAI,6.13.2,positive
5,8/23/2025 11:30,mantap,Access by KAI,6.13.2,positive
1,8/23/2025 11:06,"Apk terasa berat, dan susah untuk login",Access by KAI,,negative
5,8/23/2025 10:52,"Maaf ya aku kasih dua bintang sbnernya ga mau, tapi mau gimana lagi gabisa ganti jadwal sama pembatalan. Sayang bgt jd buang uang.",Access by KAI,6.13.2,positive
5,8/23/2025 10:39,lu update mulu napa siii,Access by KAI,6.13.2,negative
4,8/23/2025 9:51,good,Access by KAI,6.13.2,positive
5,8/23/2025 9:18,bagus,Access by KAI,6.13.2,positive
4,8/23/2025 8:20,"sering ada pop up promo yang mengganggu transaksi, pop up nya telat maksudnya, jadi semisal di awal gpp, ini lagi milih tanggal ada pop op ucapan atau promo, kan ganggu",Access by KAI,6.13.2,positive
4,8/23/2025 7:25,ok..........,Access by KAI,6.13.2,positive
5,8/23/2025 6:41,Sangat Mempermudah Mobilitas dan ada diskon 20% untuk penumpang lansia,Access by KAI,6.13.2,positive
5,8/23/2025 6:27,cepat tepat,Access by KAI,6.13.2,positive
5,8/23/2025 6:17,good job KAI,Access by KAI,6.13.2,positive
5,8/23/2025 5:57,"KAI sangat bagus pelayanannnya, trimakasih",Access by KAI,6.13.2,positive
4,8/23/2025 5:46,aplikasi y sering banget harus di upgrade tapi cukup membantu membeli tiket kereta dan tau kapan dan jam berapa jadwal kereta pesen tiket tinggal klik tidak usah harus Dateng ke stasiun lagi,Access by KAI,6.13.2,positive
5,8/23/2025 5:43,ok,Access by KAI,6.13.2,positive
5,8/23/2025 5:20,mantap,Access by KAI,6.13.2,positive
5,8/23/2025 4:23,sangat membantu...,Access by KAI,6.13.2,positive
5,8/23/2025 4:16,Luar Biasa Kemudahan dan Nyaman,Access by KAI,6.13.2,positive
4,8/23/2025 4:14,ok,Access by KAI,6.13.2,positive
5,8/23/2025 3:54,Aplikasinya satsetwatwet,Access by KAI,6.13.2,positive
5,8/23/2025 3:19,Aplikasi yang sangat membantu Mudah dipakai,Access by KAI,,positive
5,8/23/2025 2:48,PT KAI semangkin ok dalam prosesnya pembelian Tix sangat membantu Client pengguna jasa transportasi Darat khususnya Kereta Api. Bravo. KAI serta versi good dlama.kenersihan dan tepat waktu .. pertahan kan. KAI INDONESIA MAJU ??????????????????,Access by KAI,6.13.2,positive
4,8/23/2025 2:06,agak lemot tapi masih oke,Access by KAI,6.13.2,positive
5,8/23/2025 2:04,ok,Access by KAI,6.13.2,positive
1,8/23/2025 0:34,"Pesan air minum dari jam 6 pagi sampai jam 8 tidak datang"" padahal sudah terbayar lewat qris, di aplikasi malah tidak kebaca aplikasinya sering eror gajelas",Access by KAI,6.13.2,negative
1,8/23/2025 0:30,bad bad bad,Access by KAI,6.13.2,negative
5,8/23/2025 0:00,Mantap Pesenan Tiket Kereta lewati Apk Access By KAI,Access by KAI,6.13.2,positive
1,8/22/2025 22:35,"tidak recommended, perlu di tingkat kan lagi, lemot loading terus nunggu jangan beli tiket pake aplikasi ini",Access by KAI,,negative
1,8/22/2025 21:49,"sue mau batalin aja ribet banget, harus pake no rekening atas nama di tiket sedangkan yg punya tiket GK ada rekening,karena beli nya di aku, sebagai konter kecil yg jual tiket jg rugi banget ini mh",Access by KAI,6.13.2,negative
4,8/22/2025 21:37,good,Access by KAI,6.13.2,positive
5,8/22/2025 20:02,"Bolak balik naik kereta Jakarta Kutoarjo PP, hari ini ada sedikit trouble lampu dan AC mati sebentar, langsung dapat kompensasi tiket kembali 50%. mantap, mantap, mantap",Access by KAI,6.13.2,positive
5,8/22/2025 17:32,"batas penambahan penumpang saat memesan hanya sampai 4 tidak bisa lebih, bagaiman jika memesan tiket untuk 5orang atau lebih?",Access by KAI,,positive
1,8/22/2025 15:48,"pada awal pemakaian, saya senang sekali. karena dimana saja kapan saja bisa pesan tiket kereta. tapi hari ini, tadi pagi, luar biasa. server is too busy. tidak ada tiket online yang sudah saya beli ada di daftar my trip. biasanya para penglaju kerja membeli tiket untuk waktu seminggu penuh. solusi kejadian ini pun dirasakan sangat lambat...",Access by KAI,6.13.2,negative
5,8/22/2025 15:08,sangat membantu perjalanan,Access by KAI,6.13.2,positive
5,8/22/2025 14:18,kai semakin ok,Access by KAI,6.13.2,positive
1,8/22/2025 13:49,TDK bisa masukin password ktl,Access by KAI,6.13.2,negative
5,8/22/2025 13:09,revolusioner,Access by KAI,6.13.2,positive
5,8/22/2025 13:07,"sangat mudah dipahami, lain kali semoga biaya pembatalan dan rubah jadwal kedepannya lebih kecil",Access by KAI,6.13.2,neutral
1,8/22/2025 13:05,aplikasi nya sudah saya daftar saya tekan ke profil tidak bisa masuk ke apknya,Access by KAI,,negative
1,8/22/2025 9:47,"kenapa si pas mau mesen tiket, malah jadwal ga ditemukan",Access by KAI,6.13.2,negative
1,8/22/2025 9:29,pengalaman saya menggunakan KAI acces saya pesan tiket dari senen ke Indramayu namun saya ketinggalan kereta tapi tidak dapat pengembalian dana 200k melayang inilah negara kita,Access by KAI,6.13.2,negative
4,8/22/2025 7:16,good pisan,Access by KAI,6.13.2,positive
5,8/22/2025 6:35,fyk mntf,Access by KAI,,positive
5,8/22/2025 6:35,memuaskan,Access by KAI,6.13.2,positive
1,8/22/2025 6:19,aplikasi yg sangat sangat ribet,Access by KAI,6.7.0,negative
5,8/22/2025 4:10,joooos,Access by KAI,6.13.2,positive
5,8/22/2025 2:40,baik,Access by KAI,,positive
4,8/22/2025 2:03,sukses selalu semakin maju kai,Access by KAI,6.13.2,positive
1,8/22/2025 1:42,"APLIKASI SEMAKIN GK JELAS, SAYA BAYAR TIKET 155K KERTAJAYA 219, UDH BAYAR TIKET NGGAK TERBIT!!! edit 1: akhirnya direfund abis dibilang mau diviralkan, setelah 2 minggu proses belibet edit 2: sekali lagi hal yg sama di tanggal 22 agustus 2025. blm ada respon udh di chat",Access by KAI,6.13.2,negative
1,8/22/2025 0:49,"Hang berkali kali, mulai saat mo pesan tiket setelah isi data tp ga bs lanjut. terpaksa uninstal, br bs lanjut ke pembayaran dipembayaran isi data kartu debit yg mo digunakan. setelah input ga bs lanjut. terpaksa unintal lg coba byr pake qris tp loading ga selesai-selesai cb ulang lg dr awal pas masukin password salah lgsg kena blok 1 jam KOCAK KAI ACCESS !!!!!!",Access by KAI,,negative
1,8/22/2025 0:22,kenapa KA Lokal tiketnya gabisa di refundd?????????? tolong di update lagi dong apk nya...,Access by KAI,6.13.2,negative
1,8/21/2025 23:38,"aplikasi berhenti setiap buka menu Whoosh, aplikasi baru aja diupdate.",Access by KAI,,negative
5,8/21/2025 22:27,sangat bagus,Access by KAI,6.13.2,positive
5,8/21/2025 18:20,excellent,Access by KAI,6.13.2,positive
5,8/21/2025 17:01,Prefer pembayaran pake qris sih hehe,Access by KAI,6.13.2,positive
3,8/21/2025 16:23,"ini kenapa aku mau mau login akun lama malah gak bisa dan katanya sandi salah padahal gak pernah ganti sandi, mohon bantuannya secepatnya Access KAI urgent!",Access by KAI,,neutral
1,8/21/2025 14:50,aplikasi banyak yg gk fungsi.. pembatalan dr aplikasi ja.. masukkan no rek gk kelar2 ..bikin ribet,Access by KAI,6.13.2,negative
1,8/21/2025 14:31,isi saldo kapsro di potong.buset. mana lama bgt .dah sejam nih.tlg perbaikan nya,Access by KAI,6.13.2,negative
5,8/21/2025 14:25,"Pengalaman saya terakhir naik kereta api adalah saat saya bersama isteri bepergian ke Bekasi dari Stasiun Tawang Semarang dengan Kereta Argo Merbabu. Kami berangkat pukul: 14.00 dan sampai Stasiun Bekasi pukul: 20.00. Secara umum situasi, kondisi, dan pelayanan dari PT KAI sangat baik. Hanya ada satu hal yang terasa janggal, yakni tidak adanya pemberian konsumsi (minuman dan Snack). Padahal, pada masa sebelumnya, penumpang diberi konsumsi.",Access by KAI,6.13.2,neutral
3,8/21/2025 13:53,sudah bagus cuman tolong tambahin gopay supaya makin mudah dan untuk ovo mentautkannya susah sekali,Access by KAI,6.13.2,neutral
5,8/21/2025 13:04,Ok,Access by KAI,6.13.2,positive
5,8/21/2025 12:17,bagus,Access by KAI,6.13.2,positive
1,8/21/2025 11:58,banyak errornya,Access by KAI,6.13.2,negative
5,8/21/2025 11:45,memudahkan pesan tiket kereta api,Access by KAI,6.10.1,positive
4,8/21/2025 11:02,lebih mudah beli tiket untuk bepergian,Access by KAI,6.13.2,positive
5,8/21/2025 10:29,bagus pelayanannya,Access by KAI,6.13.2,positive
5,8/21/2025 9:09,ok banget,Access by KAI,6.13.2,positive
4,8/21/2025 8:46,bagus,Access by KAI,6.13.2,positive
5,8/21/2025 8:41,sangat bagusss,Access by KAI,,positive
5,8/21/2025 8:31,sangat bgus,Access by KAI,6.13.2,positive
1,8/21/2025 8:20,aplikasi jelek pembayaran suka error,Access by KAI,6.13.2,negative
5,8/21/2025 7:54,sudah bagus aplikasinya,Access by KAI,6.0.23,positive
5,8/21/2025 7:18,Semoga Prameks stasiun kebumen ke Jogja segera beroperasi,Access by KAI,6.12.1,positive
5,8/21/2025 6:04,tolong untuk rute perjalanannya klo bisa dimunculkan lngsung,Access by KAI,6.13.2,negative
5,8/21/2025 5:05,mantap,Access by KAI,6.13.2,positive
2,8/21/2025 4:43,proses verifikasi apakah selama ini? kode otp tak kunjung dikirimkan,Access by KAI,6.13.2,negative
1,8/21/2025 3:21,"kalau memang boarding pas untuk bayi hanya bisa dipakai maksimal usia bayi 3th 0 bln 0 hari, harusnya usia lebih dari itu tidak bisa diinput agar tidak memberikan harapan palsu, sudah dpet boarding pass ehh ketika mau berangkat gak bisa, harus beli tiket, tp percuma beli tiket kursinya juga gak dipake.",Access by KAI,,negative
5,8/21/2025 2:59,layanan yang bagus,Access by KAI,6.13.2,positive
5,8/21/2025 1:26,bagus,Access by KAI,6.13.2,positive
3,8/21/2025 0:56,ini apk Kai access memang lagi error ya? kok mau login tidak bisa,Access by KAI,6.13.2,neutral
5,8/21/2025 0:54,"pesan tiket kereta skrg sangat mudah, cepat, bs pilih kursi tdk ribet cukup dr hp, via aplikasi Access by KAI",Access by KAI,6.13.2,positive
5,8/21/2025 0:08,akses mudah,Access by KAI,6.13.2,positive
5,8/20/2025 23:14,Good,Access by KAI,6.13.2,positive
5,8/20/2025 22:12,bagus praktis,Access by KAI,6.13.2,positive
5,8/20/2025 21:05,jos gandos mantap,Access by KAI,6.13.2,positive
1,8/20/2025 20:36,Sejak ganti jadwal keberangkatan baru 2025. Naik pandalungan naik dari cepu ke surabaya sering telat. Pernah Kereta telat hingga 25menit. PAYAH. Tiket mahal kereta lemot. Sudah 3x kayak gini. Masak sih buat jadwal aja gak bisa,Access by KAI,,negative
1,8/20/2025 17:35,"biaya admin gede, korupsi, top up nya lama",Access by KAI,6.13.2,negative
5,8/20/2025 14:53,sangat cepat layanannya,Access by KAI,6.13.2,positive
5,8/20/2025 14:51,alhamdulillah sudah bisa,Access by KAI,6.10.2,positive
5,8/20/2025 13:34,saya sentang naik kereta api,Access by KAI,6.13.2,positive
5,8/20/2025 13:27,mantap,Access by KAI,6.13.2,positive
5,8/20/2025 13:13,pakaian mudah dan sangatlah membantu,Access by KAI,6.13.2,positive
5,8/20/2025 13:05,"Mohon maaf,saya mau tanya,saya kn ada pembatalan tiket,tp udh 24 jam dana saya blm masuk2 ke rekening knpa ya.?",Access by KAI,6.13.2,neutral
1,8/20/2025 10:44,MAU BELI TIKET GA KEBAGIAN TERUS MEMANG SIH MURAH MASA LIMITED EDITION NIAT JUAL KGA SIH!,Access by KAI,,negative
4,8/20/2025 10:17,"sudah bagus, hanya yg perlu di tingkatkan, saat top up agar bisa lebih cepat uangnya masuk tq",Access by KAI,6.13.2,positive
4,8/20/2025 9:53,"untuk lansia bila tidak mendapat kursi dan duduk di ruang restorasi, sebisa mungkin petugas tidak mengusirnya, paling tidak diarahkan ke gerbong mana yang bisa ditempati",Access by KAI,6.13.2,positive
1,8/20/2025 9:53,"mempersulit hidup, aplikasi sering error",Access by KAI,,negative
