cleaned_content,sentiment
"sudah di jelasin sudah di berikan bukti segala macam, tidak ada tanggung jawab sama sekali katanya punya pemerintah tapi cuma meminta di kembalikan saldo 20rb tidak mau dengan alasan ini itu hadeh hadeh aplikasi tolol",0
ok,1
"semua bagus. bisa cek rute sekalian cek posisi bus beserta no body dan akurat. . minusnya paling untuk non brt arah titik awal suka tidak kedetect bus mana yang sesuai, kalau arah tujuannya / ujung baru akurat. minus kedua, pembayaran cuma 1 saja. kalau bisa qris pun bisa. minus ketiga, pembelian tiket hanya halte saja sedangkan di nbrt khususnya penuh pinggir jalan / bus stop sudah tak mempergunakan tiket aplikasi padahal cukup membantu sewaktu-waktu tak bawa kartu. . terima kasih melipat tangan",1
aplikasi tidak jelas. mau bayar gagal terus . mau oesan gagal terus. malah mempersulit,0
aplikasi yang sangat bagus dengan aplikasi ini kita mudah berpegian mana saja dan kapan saja mudah dan cepat,1
semoga berkah,1
mantap jempol ke atas hati merah,1
nice,1
service ke konsumen sudah okay tetap pertahankan,1
"terimakasih transjakarta sudah mempermudah kami untuk rute rute yang tadinya saya tidak tau ,jadi tau ,terima kasih.transjakarta",1
aplikasi bodoh gara-gara ini gua sering ketinggalan munculin qris tidak bsia2. sudah tau rating jelek semua tapi tidak mau upgrade diperbaiki.,0
"daftar member basic kadang error, verifikasi wajah juga error padahal data nik dan wajah sudah pas semua, terus mau beli tiket dan menambahkan e wallet shope pay kok tidak bisa, bagaimana nih? saya mau ke surabaya woig wajah monster",0
saya kasih satu soal nya aplikasi nya tidak bisa kebuka,0
mantap,1
bagus,1
keren banget sangat membantu saya untuk rute-rute nya,1
oke,1
"sudah update aplikasi, tapi tidak ada menu face recognition, upgrade ke member basic tidak bisa, (berhasil tapi masih kembali ke awal)",0
nih kemarin kemarin masih bisa pakai qris sekarang sudah tidak ini memang sengaja ya biar orang pakai ovo atau yang lain itu bodoh banget nih aplikasi mau saja kena sogok biar tidak bisa pakai qris,0
kenapa pembaharuan malah bikin kacau dan merugikan pelanggan transjakarta?,0
"sering error sekelas kai, hadeh",0
mantaps,1
naik kereta enak nyaman sangat menyenang kak,1
bagus,1
aplikasi ini sangat membantu sekali bagi yang suka bepergian menggunakan kereta atau transportasi publik,1
"aplikasinya ringan dan bagus, tidak ribet the best lah",1
bagus,1
cepetin lagi kalau habis topup,0
"dari mulai di download aplikasi ini sekitar 2 bulan lalu, tidak pernah bisa memesan tiket. selalu tulisan nya ""jadwal tidak ditemukan"". semua tanggal sudah dipilih, tetap saja jadwal tidak ditemukan. tros.apa yang bisa dibanggakan dari aplikasi ini ?",0
manfaat,1
bagus,1
ok,1
"nelpon cs habis puluhan ribu tidak ada solusi bikin di akun lain berbelit"" mau jadi member basic juga, alibi email atau apalah sudah digunakan sangat memusingkan",0
bagus,1
"kenapa login member basic tidak bisa bisa ya, malah kembali login aplikasi nya hadeh",0
terima kasih jak lingko,1
nice,1
"aplikasi yang bagus dan bermanfaat. kalau tinggalnya di tengah hutan dan penguna hp kentang,. memang nih aplikasi tidak guna. faham.",1
"aplikasi tidak jelas tiap mau pesan,time out terus. .",0
"saya mau ke depok dari terminal kp.rambutan karena tidak punya kartu, diarahkan untuk instal jaklingko. petugas tidak jelasin kenapa saya bayar 6500. sampai cawang sentral barulah dijelaskan kenapa bayar 6500, itu karena harus menyambung lagi via kak. akhirnya, saya beli kartu tj karena ternyata di cs1 tujuan depok d11, tidak bisa pakai aplikasi jaklingko. aplikasi ini kurang lengkap dalam membantu warga yang tidak punya kartu. harusnya petugas langsung arahkan beli kartu. saya rugi waktu rugi uang.",0
mantap,1
"aplikasi nya integrasinya masih ribet, banyak qrcode dan harus mengikuti rute yang ditetapkan aplikasi, mending pakai kartu saja ketimbang aplikasi ribet begini",0
"aplikasi menyusahkan error"" tidak jelas beli tiket susah otp error aplikasi tidak work itu !",0
bagus,1
buruk,0
bagus,1
bagus,1
14a jis monas tambah dong bos. 30 menit sekali baru lewat,0
pelayanan kepada pelanggan cukup baik,1
nyaman dan tepat waktu,1
bagus,1
"aplikasi transjakarta sangat berguna untuk mencari rute tujuan, sangat mudah di mengerti untuk pengguna baru",1
"aplikasi tidak guna, cuma kepake buat mengecek rute saja. posisi bus tidak jelas. lebih mirip ke bus simulator jangan harap. tepat waktu sampai tujuan",0
sok far sok bagus,1
"aplikasinya jelek banget, cuma mau mengecek jadwal kereta krl saja susahnya meminta ampun kalau tidak 'data tidak ditemukan' ya tidak muncul sama sekali padahal sudah di setting jelas stasiun dan jamnya, jaringan juga bagus. di web juga begitu, sama saja kadang bisa kadang tidak. tolong ya diperbaiki jangan cuma tampilannya saja yang dibagusin",0
mantaab,1
mantul mantap betul,1
nice,1
cs wa bisnisnya jeleeek tidak ada repon menunggu saja lama tidak ada jawaban teruuuus,0
aplikasi transjakarta sangat memudahkan untuk penggunanya ketika lagi dijakarta dan rutenya juga real time bisa di lihat,1
"kenapa saldo suka tiba"" berkurang padahal belum melakukan transaksi apapun",0
"beli tiket tanpa biaya tambahan, aman langsung.",1
tiket sih - bo tidak muncul,0
kalau bikin aplikasi yang benar. gara gara lo gue jadi telat menunggu busway doang 1 jam,0
saya sudah 3 kali beli tiket melalui aplikasi ini uang sudah terpotong otomatis tapi tiket tidak ada bagaimana ini.komplen pengembalian menunggu 40hari jam kerja nyatanya tidak kunjung kembali.uang lenyap.hari ini tanggal 15-08-2025 beli tiket lokal p untuk 2 orang pembayaran berhasil tapi tiket tidak ada uang lenyap.coba beli lagi berhasil.kesimpulannya saya 2 orang harus bayar tiket p dobel yang harusnya bayar 48k jadi 96k.konsumen selalu jadi tumbal.,0
pelayanan nya bagus terima kasih,1
kok tidak bisa pesan tiket ya gagal terus dengan alasan saat ini transaksi sedang tinggi,0
kecewa soalnya sudah tidak bisa instal aplikasinya dikarena kan hpnya hp jadul.padahal suka banget pakai aplikasinya sangat memudahkan untuk pesan tiket.terima kasih banyak,1
itu'si help,1
kai semakin mempermudah dalam perjalanan,1
"jelek, karna tidak bis a diubah jadwal",0
"mantap, sangat membantu",1
apli mantap,1
the best aplicasi jempol ke atas warna kulit cerah-sedang jempol ke atas warna kulit cerah-sedang jempol ke atas warna kulit cerah-sedang jempol ke atas warna kulit cerah-sedang,1
"mintanya di update terus ? pelayanan tidak lebih baik juga,malah tambah mahal harga tiketnya,",0
sangat bermanfaat,1
bagus naik transjakarta siang-siang adem banget bikin ngantuk jempol ke atas warna kulit cerah,1
mantap kai pesan tiket cepat,1
mantap,1
memudahkan,1
gacor api api api api,1
dengan ada aplikasi ini sangat membantu,1
nah ini nih,1
"tidak bisa pesan tiket pada saatwaktu masih kurang 17 menit, untuk di sistem barcode. saran kalau bisa ada sistem kartu. lebih praktis tinggal tempel. yang penting saldonya ada.",0
"aplikasi yang menyusahkan masyarakat, pesan tiket malah pending 2 kali saat setelah pembayaran, waktu berhasil, eh ngetap kebanyakan tidak bisa.aplikasi ini modelan yang penting ada, biar dianggap kerja, lihat saja tuh ratingnya jelek tapi ya skip tidak ada perubahan.aplikasi ini lebih cocok buat ngeprank menjurus ke penipuan. tidak bahaya ta?",0
"tolong dong lebih responsif lagi, saya sudah bayar tiket ini kok masih belum terkonfirmasi saja, lama banget. customer service nya bagaimana ini !",0
lebih memudahkan bertransaksi,1
mudah digunakan,1
"weh ini semua sudah benar,kok barang mau bikin sandi disusahin terus dari kemarin",0
"aplikasi transjakarta memudahkan saya menemukan bus dan rute rutenya, memakai aplikasi tidak susah, fitur nya sudah lengkap, aplikasi ini sangat membantu sekali.",1
mantap,1
aplikasi bobrok. bumn tapi bikin aplikasi saja tidak bagus. jadwal sering tidak muncul . banyak terjadi ng bug.,0
perfect.,1
"meminta otp, pin baru, pin lama, heeem,",0
cepat respon,1
isi saldo lelet dan kena biaya admin.,0
"aplikasinya lumayan membantu, tinggal memasuki tujuan langsung keluar rute bus sama halte terdekat. info posisi bus juga cukup update, jadi bisa siap-siap sebelum bus datang. cocok banget buat yang tiap hari naik tj, perjalanan jadi lebih teratur ey",1
"tolong diperbarui untuk stasiun2 yang belum ada di aplikasi, contoh kereta bias belum ada dari stasiun caruban dan palur, terimakasih",0
"suka banget aku sama jaklingo ini, sangat memudahkan berkilau berkilau",1
ok,1
bagus,1
pembayaran melalui aplikasi bisa buat busway nbrt tidak sih?,1
"maaf kasih bintang rendah ap nya suka error tiba-tiba, giliran beli tiket langsung saat ap nya error petugasnya kurang ramah. jujur jadi kurang nyaman. melipat tangan",0
membantu masyarakat,1
"saran saja, kalau mau pemeliharaan sistem jangan di bawah jam 23.00 ke bawah, kan masih banyak orang yang akitvitas pulang kerja juga, tiba jam 22.00 eroro tidak bisa tampilin barcode, ketrngan sitem dalam pemeliharaan, kan syang2 yang sudah membelian tiket sbelum2 jam sebegitu tidak bisa di gunain",0
secara pengalaman aplikasi ini memang top markotop,1
bagus dan bermanfaat,1
"menurut saya sebagai seorang pekerja yang selalu berangkat dan pulang naik kendaraan yang ada seperti bus transjakarta ini, aplikasi transjakarta ini sangat membantu karena memudahkan saya agar saya tidak kewalahan mencari kendaraan umum. pokoknya aplikasi transjakarta ini sangat membantu bagi saya, dan saya pasti akan selalu berlangganan dengan transjakarta ?? warna kulit cerah",1
bagus,1
bagus,1
nyaman dan bermanfaat.,1
sampai saat ini masih bagus mudah dan aman,1
ok,1
"kai-pay nya sangat parah, diisi saldo tidak bisa buat bayar di aplikasi, (data not found) sekalinya isi harus menunggu 15 menit kan parah, tendang saja, ganti e-wallet nya woy",0
praktis dan cepat,1
bagus,1
"memudahkan banget, semoga next ada tracking keretanya",1
sudah nyaman menggunakan kai,1
"sangat membantu perjalanan, terutama untuk perjalanan multi moda jadi lebih murah. bisa keliling jakarta dengan tarif yang sangat terjangkau",1
bagus application,1
tepat waktu dan lancar. terima kasih.,1
"jadwal tidak disiplin. jadwal telat dan tidak sesuai . tolong disiplin waktu sampai nya. jangan banyak mogok² mulu. sampai telat pekerjaan saja, anjir",0
terimakasi,1
sangat membantu pas bisa cari halte terdekat,1
sangat bermanfaat,1
bagus,1
"semakin bagus aplikasinya, & dicek lagi ac nya dulu saya pernah tau ada ac yang bocor di kak nya",1
"tolong, kasih fitur reschedule jadwal atau hapus tiket untuk yang tidak bisa datang/yang pada pesan tiket double, jangan mentang2 murah, lu borong semua. jadi kuotanya bisa buat yang benar-benar butuh. 1 keberangkatan dari rangkasbitung, 950 tiket habis, tapi nyatanya tidak sepenuh itu.",0
sngat membantu dalam reservasi.l tiket. informasi dan perkembangan,1
biaya penjadwalan ulang 25% terlalu mahal.,0
"pakai aplikasi transjakarta jadi memudahkan perjalanan sehari-hari. semua rute dan jadwal bus bisa dicek langsung di hp, jadi tidak perlu khawatir ketinggalan bus. fitur pembayaran digital juga bikin lebih praktis tanpa harus bawa uang tunai. sangat membantu buat yang sering bepergian di jakarta.",1
"mantap aplikasinya,semakin mudah dan praktis.maju kotanya,bahagia warganya",1
"aplikanya sering ""tidak ada konektivitas"" padahal hpku banyak kouta sinyal lancar",0
sip gampang banget,1
"buset aplikasi menyusahkan. kenapa pemerintah harus pakai beginian sih, orang mau kerja jadi terlambat. gara gara pesan tiket transjakarta tidak tau kenapa tiba tiba gagal dan dana di refund. padahal mah baru selesai bayar pakai gopay. terus ada keterangan. "" pembayaran anda akan di refund "". whaat apa apaan ini. terus csnya slow respon. chat nya jam berapa menit berapa. sudah deh saran mending hapus saja nih aplikasi. kembaliin kayak dulu lagi tidak ribet ribet.",0
oke,1
pelayanannya sudah bagus,1
mantul,1
nothing problems.,1
"semakin canggih semakin ribet sih menurut saya bukan semakin mudah peraturan kai sekarang, saran saya kembalikan saja sudah aturan yang lama, yang sempat beli di stasiun untuk seminggu lagi di izinkan beli di stasiun yang tidak sempat beli di stasiun boleh dari aplikasi",0
luar biasa ya.benar-benar merasa puas dengan berbagai fitur dan pelayanan. mantab pokoknya.semoga twrus berkembang,1
ok!,1
mantap,1
"bayar pakai kaipay error, saldo ke potong tiket tidak dapat",0
sayang mudah dan membantu dalam perjalanan,1
mantap,1
lancar dan aman serta dimudahkan segala urusan,1
"aplikasi transjakarta sangat membantu saya dalam perjalanan sehari-hari! pelayanan yang cepat dan akurat, serta fitur yang lengkap membuat saya tidak perlu khawatir lagi tentang transportasi. sangat recomended untuk warga jakarta! jempol ke atas oke",1
"mantab aplikasi bikin gampang buat mencari pulang pergi kerja dan bisnis saya, lanjutkan lebih baik lagi lengan berotot",1
"aplikasi transjakarta bener² berguna banget, fitur² nya lengkap. kayak cek rute,jadwal,posisi bus dan navigasi yang gampang. info² halte nya lengkap jadi bikin lebih mudah dan tidak bikin pusing.",1
"mau cek resi logistik lamanya meminta ampun, loading bermenit menit dan hasil tidak ada. tombol scan tidak bisa di tekan, hanya sekedar hiasan.",0
tidak bisa refund,0
gagal mudik gara-gara aces by kai tidak bisa memuat jadwal kereta wajah terbalik kecewa banget masak setiap tahunnya harus seperti ini yang harus war tiket kereta di jam 12 malam belum lagi kalau aplikasinya lagi error jadi harus ekstra bersabar dan siap-siap menanggung rasa kecewa karena kehabisan tiket gara-gara aplikasinya overload wajah malaikat,0
aplikasi tidak jelas ngelag tidak berguna,0
terimakasih. sangat memudahkan pemesanan tiket,1
al is bagus service,1
cepat tidak berbelit,1
sangat membantu sekali,1
ok,1
aplikasi transjakarta ini sangat memudahkan kita kalau baru pergi pergi tidak bingung lagi rute dan busnya,1
terlalu ribet buat aplikasi tuh yang memudahkan customer bukan buat ribet seperti ini! update aplikasi mah yang baguslah.,0
"sekarang ribet banget,mau pesan tiket saja mesti daftar member basic dulu,eh pas diikuti langkah""nya,terus terakhir dikirim kode otp melalui email sudah saya ketik tuh kode, tinggal klik lanjutkan doang susahnya meminta ampun,sampai bosan dan emosi saya, sudah menghubungi nomor whatsap,terus dm di instagram juga sama ke emailnya tetap tidak ada respon,di wa masa dari pagi jam 7 sampai ini siang cuma disuruh menunggu,dulu tidak kayak begini deh gmpng banget",0
semua fitur sudah cukup bagus,1
"apaan mau daftar saja tidak bisa, benerin dulu tuh aplikasi sebelum dipasarkan kemasyarakatan",0
lumayan membantu buat orang luar jakarta kalau mau mencoba naik busway,1
baik,1
sangat bagus,1
bagus,1
transjakarta bagus sangat berguna untuk melihat rute dan jadwal jam nya,1
mantab kai,1
aplikasi nya sangat membantu banget deh sudah tidak perlu tanya soal rute lagi bisa di lihat di aplikasi nya. bagus membantu banget buat aku,1
"tidak bisa transfer tiket atas nama orang lain,aplikasinya kebanyakan update,fiturnya sangat banyak membingungkan",0
aplikasi berjalan lancar dan responsif.,1
mantap,1
nyaman,1
"kalau tidak bisa kasih refund 100%, tidak usah pakai jasa ketiga. ribet!. sudah begitu refundnya lama. sudah lama, kepotong 24%, kalah sama aplikasi olshop. pantas bumn isinya rugi. tidak profesional.",0
cocok,1
"aplikasi nya buruk,tidak bisa di gunakan tolong sistemnya di perbaiki supaya bagus",0
sudah bayar pakai shope pay saldo sudah kedebet namun tidak muncul tiket sok sad coba wa admin kai sedang sibuk semua sok sad,0
"naik kai aman,nyaman dan murah.",1
pelayanan nya okay,1
mantap,1
ok,1
mau reschedule tidak ada tulisan kelola tiket,0
"mohon kai untuk servernya di upgrade, karena pada saat pembelian tiket error terus. tolong segera ditindak lanjuti. terimakasih",0
"luar biasa ., memang terbantukan",1
kalau bisa di perbanyak lagi tj ke arah kampung melayu nya,1
best intelligent tikecting solution,1
semoga pelayanan publik makin baik dan bagus,1
baik,1
aplikasi ampaz kgk bisa melihat live posisi bus tj yang ditunggu masih mending yang doloe pakai trafi. ditambah kebijakan tap ini tap out yang tap ini kena 3500 dan tap out kena 3500 jadi 7000 sekarang setiap naik . benar-benar licik padahal mengapai harus tap ini tap out wong tidak diukur pakai jarak memang sarang korupsi tj dasar ampaz,0
semoga aplikasi ini sukses dan berkualitas serta bermanfaat melipat tangan jempol ke atas,1
